title,views,time-stamp-upload-milliseconds,time-stamp,date-time-hr,upload-time-hr,upload-time-stamp,description,video-length,video-length-milliseconds,channel
Gutfeld: This AI is mind-changing,76063,86640000,1683180588563, 2023-05-04 08:09:48.563000, 2023-05-03 08:05:48.563000,1683093948563, 'Gutfeld!' panelists discuss scientists saying they've made a mind-reading AI that can turn brain scans into a readout of your thoughts. #foxnews #fox #gutfeld \n\nSubscribe to Fox News! https://bit...., 4 minutes,240000,Fox-News
Can Ukraine retake land from Russia? Hear NATO chief's prediction,644696,173324000,1682070716595, 2023-04-21 11:51:56.595000, 2023-04-19 11:43:12.595000,1681897392595, NATO Secretary General Jens Stoltenberg joins CNN's Christiane Amanpour to discuss the latest developments in Russia's war in Ukraine.\n\n#CNN #News, 8 minutes 44 seconds,524000,CNN-News
US President Biden addresses Irish Parliament,4085,86572000,1681615467064, 2023-04-16 05:24:27.064000, 2023-04-15 05:21:35.064000,1681528895064, United States President Joe Biden has addressed both houses of Ireland's Parliament.\r\nHe is the fourth American leader to do so.\r\nBiden reflected on what he called the enduring strength of..., 2 minutes 52 seconds,172000,Al-Jazeera-English
Xi Urges Advancing Beijing-Tianjin-Hebei Region's Coordinated Development,550,32514000,1683937646310, 2023-05-13 02:27:26.310000, 2023-05-12 17:25:32.310000,1683905132310, https://www.cctvplus.com/news/20230512/8324225.shtml#!language=1\n\nWelcome to subscribe us on: \nFacebook: https://www.facebook.com/NewsContent.CCTVPLUS\nTwitter: https://twitter.com/CCTV_Plus..., 1 minute 54 seconds,114000,CCTV-Video-News-Agency
US President Biden meets Irish President Higgins in Dublin - BBC News,49625,346334000,1681818495345, 2023-04-18 13:48:15.345000, 2023-04-14 13:36:01.345000,1681472161345," US President Joe Biden said it is a \""pleasure to be back\"" as he met Irish President Michael D Higgins in Dublin.\n\nBiden is spending most of Thursday in the company of leading Irish politicians....", 12 minutes 14 seconds,734000,BBC-News
JD Vance: The DOJ going after Trump is ‘insane’,37934,354000,1686830338890, 2023-06-15 13:58:58.890000, 2023-06-15 13:53:04.890000,1686829984890, Sen. JD Vance R-Ohio shares why he is threatening to block President Biden's DOJ nominees on 'The Ingraham Angle.' #foxnews #fox #ingrahamangle \n\nSubscribe to Fox News! https://bit.ly/2vBUvAS..., 5 minutes 54 seconds,354000,Fox-News
Islamic jihad ‘rocket unit’ commander killed in Israeli air raid on Gaza,15202,86650000,1683877747789, 2023-05-12 09:49:07.789000, 2023-05-11 09:44:57.789000,1683791097789, Israeli forces said they carried out air attacks against Palestinian Islamic Jihad targets in Gaza.\r\nAccording to Palestinian media reports the attack targeted the top floor of a building..., 4 minutes 10 seconds,250000,Al-Jazeera-English
Russia claims it hit a US-made Patriot air defense system,728164,173357000,1684435541581, 2023-05-18 20:45:41.581000, 2023-05-16 20:36:24.581000,1684262184581, The Russian Defense Ministry claimed it destroyed a US-made Patriot air defense system in Kyiv in a missile strike. CNN has not seen any independent or verifiable evidence that a Patriot system..., 9 minutes 17 seconds,557000,CNN-News
Xi Stresses Coordinated Development of Beijing-Tianjin-Hebei Region,912,86800000,1684231575913, 2023-05-16 12:06:15.913000, 2023-05-15 11:59:35.913000,1684144775913, Chinese President Xi Jinping stressed the coordinated development of the Beijing-Tianjin-Hebei region during his inspection tour in north China's Hehei Province from Wednesday to Friday.\n\nDuring..., 6 minutes 40 seconds,400000,CCTV-Video-News-Agency
Chaina launches inspection of ships in Taiwan Strait | DW News,7220,2130000,1680791757420, 2023-04-06 16:35:57.420000, 2023-04-06 16:00:27.420000,1680789627420, China launched a three-day special joint patrol and inspection operation in the central and northern parts of the Taiwan Strait that includes moves to board ships. The move comes amid heightened..., 4 minutes 30 seconds,270000,DW-News
Artist wins photo award with AI generated image sparking debate | DW News,40039,259522000,1682164210001, 2023-04-22 13:50:10.001000, 2023-04-19 13:44:48.001000,1681904688001, Berlin-based photographer Boris Eldagsen rejected the recognition from Sony World Photography Awards saying that artificial intelligence (AI) images and photography should not compete with..., 5 minutes 22 seconds,322000,DW-News
Deadly earthquake rattles large parts of Afghanistan and Pakistan | DW News,29406,259312000,1679822457879, 2023-03-26 11:20:57.879000, 2023-03-23 10:19:05.879000,1679563145879, The powerful 6.5 magnitude tremor struck in the Hindu Kush mountains and was felt across Central and South Asia. The earthquake shook large parts of northern Afghanistan and Pakistan killing..., 1 minute 52 seconds,112000,DW-News
First Leg of China's Dragon Boat Tournament Yancheng Concludes,531,172891000,1686748818326, 2023-06-14 15:20:18.326000, 2023-06-12 15:18:47.326000,1686575927326, The champions of all the 15 competitions in the first stop of the 2023 China Dragon Boat Tournament came out on Sunday in Yancheng City of east China's Jiangsu Province with the Fuzhou Changle..., 1 minute 31 seconds,91000,CCTV-Video-News-Agency
Ukraine war: Evacuations begin after Nova Kakhovka dam blast,18722,79358000,1686158452016, 2023-06-07 19:20:52.016000, 2023-06-06 21:18:14.016000,1686079094016, Ukraine and Russia accuse each other of destroying the Nova Kakhovka dam in the Russian-controlled part of the Kherson region.\r\nUkraine’s military administration has told people to be ready..., 2 minutes 38 seconds,158000,Al-Jazeera-English
Al Aqsa Mosque incursions: Jewish groups storm compound during prayers,130729,86672000,1681226279330, 2023-04-11 17:17:59.330000, 2023-04-10 17:13:27.330000,1681139607330, Seven groups of Israeli settlers storm Al Aqsa Mosque compound on Monday under police protection.\nIsraeli settlers stormed Al Aqsa Mosque compound while Palestinian worshippers held morning..., 4 minutes 32 seconds,272000,Al-Jazeera-English
Senior Chinese Diplomat Meets Japanese FM on Bilateral Relations,3718,172860000,1680683152637, 2023-04-05 10:25:52.637000, 2023-04-03 10:24:52.637000,1680510292637, Wang Yi director of the Office of the Foreign Affairs Commission of the Communist Party of China (CPC) Central Committee met visiting Japanese Minister for Foreign Affairs Yoshimasa Hayashi..., 1 minute,60000,CCTV-Video-News-Agency
Blinken calls Sudan's feuding generals | DW News,73301,259755000,1682080678619, 2023-04-21 14:37:58.619000, 2023-04-18 14:28:43.619000,1681820923619," United States Secretary of State Antony Blinken has spoken to leaders of rival armed forces in Sudan and urged an immediate cease-fire the State Department said.\n\nBlinken \""expressed his grave...", 9 minutes 15 seconds,555000,DW-News
Belarusian journalist sentenced to 8 years independent journalists under attack in Russia | DW News,19074,173242000,1683325704126, 2023-05-06 00:28:24.126000, 2023-05-04 00:21:02.126000,1683152462126, Raman Pratasevich the opposition journalist who was arrested after his Ryanair flight was forced to land in Belarus almost two years ago was sentenced to eight years in prison on Wednesday...., 7 minutes 22 seconds,442000,DW-News
The GOP needs to get it together: Steve Hilton,19939,86722000,1681812152343, 2023-04-18 12:02:32.343000, 2023-04-17 11:57:10.343000,1681725430343, Steve Hilton discusses the many crises in America created under President Biden and how the GOP needs to be leveraging these Democratic failures on ‘The Next Revolution.’\n\nSubscribe to..., 5 minutes 22 seconds,322000,Fox-News
EU accuses Chinese companies of aiding Russia's war in Ukraine | DW Business,65976,173296000,1683996560816, 2023-05-13 18:49:20.816000, 2023-05-11 18:41:04.816000,1683823264816, The European Union is considering sanctioning eight Chinese companies accused of aiding Russia's war in Ukraine. The proposed measures are part of a renewed push to prevent Russia from accessing..., 8 minutes 16 seconds,496000,DW-News
'Could not possibly be true': Fact checker evaluates Trump's claim on DeSantis,77154,172990000,1680306923016, 2023-04-01 01:55:23.016000, 2023-03-30 01:52:13.016000,1680133933016, CNN's Daniel Dale fact checks multiple claims by former President Donald Trump about Florida Gov. Ron DeSantis. #CNN #News, 3 minutes 10 seconds,190000,CNN-News
Politics today are defined by Donald Trump: Will Cain | Brian Kilmeade Show,22444,87143000,1682820088947, 2023-04-30 04:01:28.947000, 2023-04-29 03:49:05.947000,1682732945947, Pete Hegseth Rachel Campos-Duffy \u0026 Will Cain joined The Brian Kilmeade and discussed the likelihood of a rematch between Donald Trump and Joe Biden and asked if Donald Trump drops out could..., 12 minutes 23 seconds,743000,Fox-News
China to Contribute A Third to Global Growth in 2023 with Robust Rebound: IMF managing director,1529,172937000,1680078797622, 2023-03-29 10:33:17.622000, 2023-03-27 10:31:00.622000,1679905860622, China is set to account for around one third of global growth in 2023 with its economic rebound managing director of the International Monetary Fund (IMF) Kristalina Georgieva said on Sunday...., 2 minutes 17 seconds,137000,CCTV-Video-News-Agency
'Most agitated that he has appeared': Video shows moment from Trump's deposition,546761,259649000,1683598243620, 2023-05-09 04:10:43.620000, 2023-05-06 04:03:14.620000,1683338594620, The video deposition of Donald Trump played before the jury in the E. Jean Carroll civil battery and defamation trial was made public showing the former president discussing the accusations..., 7 minutes 29 seconds,449000,CNN-News
Riley Gaines: This was kidnapping not 'peaceful' protest,29899,75815000,1681280738303, 2023-04-12 08:25:38.303000, 2023-04-11 11:22:03.303000,1681204923303, Former Kentucky swimmer Riley Gaines responds to San Fransisco State refusing to apologize to her after she was attacked by a liberal mob on ‘The Ingraham Angle.’ #foxnews #fox #ingrahamangle..., 3 minutes 35 seconds,215000,Fox-News
E. Jean Carroll says Trump is 'incorrect' about civil trial jury,208218,87015000,1683857811092, 2023-05-12 04:16:51.092000, 2023-05-11 04:06:36.092000,1683770796092," E. Jean Carroll speaks to \""CNN This Morning\"" about the Manhattan federal jury's finding that Donald Trump sexually abused Carroll in a luxury department store dressing room in the spring of...", 10 minutes 15 seconds,615000,CNN-News
Insecurity worries residents in eastern Democratic Republic of Congo | DW News,32387,259763000,1680697644437, 2023-04-05 14:27:24.437000, 2023-04-02 14:18:01.437000,1680437881437, The city of Goma in eastern Democratic Republic of Congo is nearly surrounded by rebels from the M23 group which is fighting against the government's forces. Despite the presence of UN peacekeeper..., 9 minutes 23 seconds,563000,DW-News
Miranda Devine: The DOJ is intervening in the Hunter Biden case,90905,86587000,1684410160389, 2023-05-18 13:42:40.389000, 2023-05-17 13:39:33.389000,1684323573389, New York Post columnist Miranda Devine discusses reports an IRS whistleblower and his team were removed from the Hunter Biden probe by the DOJ on 'Fox News Tonight.' #foxnews #fox #foxnewstonight..., 3 minutes 7 seconds,187000,Fox-News
Palestinian Ramadan 'wake-up call’ group in Gaza,4069,61282000,1680332288029, 2023-04-01 08:58:08.029000, 2023-03-31 15:56:46.029000,1680271006029, This five-member Palestinian group in Gaza wakes up residents with religious chants and beats for their pre-dawn suhoor meal during the holy month of Ramadan.\r\n\r\nSubscribe to our channel  http://bi..., 1 minute 22 seconds,82000,Al-Jazeera-English
Russia’s Victory Day parade: President Putin calls for 'victory' - BBC News,323029,432749000,1684065535276, 2023-05-14 13:58:55.276000, 2023-05-09 13:46:26.276000,1683632786276," Russia's President Vladimir Putin told Moscow's Victory Day parade that the world is at a \""turning point\"" with a \""real war\"" being waged against Russia.\n\nPutin once again sought to link Russia’s...", 12 minutes 29 seconds,749000,BBC-News
France knife attack leaves children in critical condition - BBC News,133245,346127000,1686643471272, 2023-06-13 10:04:31.272000, 2023-06-09 09:55:44.272000,1686297344272, At least four very young children have been stabbed in a park near Lake Annecy in France's south-east the interior minister says.\n\nPolice overpowered and arrested the attacker Gérald Darmanin..., 8 minutes 47 seconds,527000,BBC-News
Germany has become one of the biggest arms suppliers to Ukraine | DW News,54877,173186000,1684426460715, 2023-05-18 18:14:20.715000, 2023-05-16 18:07:54.715000,1684253274715, Ukrainian President Volodymyr Zelenskyy returned to Ukraine following a busy trip that took him across Europe to garner more support from allies in Rome Berlin Paris and London.\n\nOn the eve..., 6 minutes 26 seconds,386000,DW-News
Advanced Technologies Shaping Film Industry,9328,172943000,1686731473552, 2023-06-14 10:31:13.552000, 2023-06-12 10:28:50.552000,1686558530552, People in Shanghai have the chance to experience how technologies are being integrated with film-making at the ongoing Shanghai International Film Festival scheduled to run until June 18.\n..., 2 minutes 23 seconds,143000,CCTV-Video-News-Agency
Being Muslim in the US | Centre Stage,6306,87420000,1684572392255, 2023-05-20 10:46:32.255000, 2023-05-19 10:29:32.255000,1684484972255, In the second episode of Centre Stage Dalia Fahmy joins Sami Zeidan to discuss what is it like to be a Muslim in the United States.\nWhat form of discrimination do Muslims in the US face? How..., 17 minutes 50 seconds,1070000,Al-Jazeera-English
US Sees Its Allies as Vassals: Former CIA Analyst,585,172865000,1681459098313, 2023-04-14 09:58:18.313000, 2023-04-12 09:57:13.313000,1681286233313," The United Sates has maintained unequal relations with its allies in which these countries are acting as \""vassals\"" of the U.S. said a former Central Intelligence Agency (CIA) analyst in response...", 1 minute 5 seconds,65000,CCTV-Video-News-Agency
Ukraine has finally received Western tanks | DW News,1089096,259851000,1680347729360, 2023-04-01 13:15:29.360000, 2023-03-29 13:04:38.360000,1680087878360, After months of campaigning Ukraine has finally received Western tanks. They are expected to beef up its armored firepower for a potential offensive in the spring. Before the long-awaited..., 10 minutes 51 seconds,651000,DW-News
Argentina’s President Fernandez will not seek re-election,2369,86576000,1682282248636, 2023-04-23 22:37:28.636000, 2023-04-22 22:34:32.636000,1682195672636, Argentina's President Alberto Fernandez says he will not be running for re-election in October. \nHis surprise announcement comes as the country suffers a deep economic crisis. \nInflation has..., 2 minutes 56 seconds,176000,Al-Jazeera-English
Pelosi Dems dodge questions on Biden's health stamina,91012,575000,1686830338868, 2023-06-15 13:58:58.868000, 2023-06-15 13:49:23.868000,1686829763868, Fox News political analyst Gianno Caldwell and Democratic strategist Kevin Walling joined 'The Faulkner Focus' to discuss the 2024 election and renewed congressional efforts to block a gas..., 9 minutes 35 seconds,575000,Fox-News
US Retains Zero-Sum Mentality Undermines Regional Peace Stability: Spokeswoman,797,86444000,1680776359870, 2023-04-06 12:19:19.870000, 2023-04-05 12:18:35.870000,1680689915870, The United States out of selfish interests undermines peace and stability in the Asia Pacific said a Chinese Foreign Ministry spokeswoman in Beijing on Tuesday.\nhttps://www.cctvplus.com/news/202..., 44 seconds,44000,CCTV-Video-News-Agency
Ukraine's President Zelensky speaks at The Hague - BBC News,33808,173046000,1683382037453, 2023-05-06 16:07:17.453000, 2023-05-04 16:03:11.453000,1683208991453, Speaking at The Hague Ukraine's President Zelensky called for the establishment of a war tribunal to hold Russia to account for alleged war crimes.\n\nRussia's President Vladimir Putin should..., 4 minutes 6 seconds,246000,BBC-News
Global water crisis looming UN says - BBC News,33877,345753000,1679838768319, 2023-03-26 15:52:48.319000, 2023-03-22 14:50:15.319000,1679493015319," A United Nations report has warned of a looming global water crisis and an \""imminent risk\"" of shortages due to overconsumption and climate change. \n\nThe world is \""blindly travelling a dangerous...", 2 minutes 33 seconds,153000,BBC-News
Is Hunter ‘too poor’ to pay child support?: Hannity,76898,65179000,1683066347905, 2023-05-03 00:25:47.905000, 2023-05-02 06:19:28.905000,1683001168905, Sean Hannity discusses how Hunter Biden is pushing back against paying child support for his 4-year-old daughter in an Arkansas court case on ‘Hannity.’\n\nSubscribe to Fox News! https://bit.ly/2..., 6 minutes 19 seconds,379000,Fox-News
Ukraine says US Patriot systems working 'all fine' after Russia claims damage | DW News,262114,173017000,1684575116291, 2023-05-20 11:31:56.291000, 2023-05-18 11:28:19.291000,1684402099291," Ukraine said a US-supplied Patriot air defense sytem was working \""all fine\"" and had not been damaged out of use during attacks on Tuesday. \""The Patriot is in service\"" Air Force spokesman Yury...", 3 minutes 37 seconds,217000,DW-News
Four bodies recovered from rubble of collapsed buildings in France,3546,86511000,1681270731909, 2023-04-12 05:38:51.909000, 2023-04-11 05:37:00.909000,1681184220909, French rescue workers have found four bodies in the rubble of buildings in the southern city of Marseille that collapsed in an explosion the mayor says.\r\nJudicial authorities will identify..., 1 minute 51 seconds,111000,Al-Jazeera-English
China's Southern Region Enters Flood Season Amid Heavy Downpours,458,86476000,1683787961580, 2023-05-11 08:52:41.580000, 2023-05-10 08:51:25.580000,1683701485580, China's southern region has entered the flood season and is expected to see persistent heavy rains in the coming days announced the disaster control authorities on Sunday.\nhttps://www.cctvplus.com..., 1 minute 16 seconds,76000,CCTV-Video-News-Agency
Can drones decide the war in Ukraine? | DW Nachrichten,78484,33300000,1685607663499, 2023-06-01 10:21:03.499000, 2023-06-01 01:06:03.499000,1685574363499, Ukraine's army does have specialized drone brigades fighting the Russian troops on Ukrainian territory.  Both sides in the conflict have deployed unmanned aerial vehicles - with Russia using..., 15 minutes 47 seconds,947000,DW-News
Sudan evacuation of foreign nationals continues as fighting rages - BBC News,161193,259771000,1682581098392, 2023-04-27 09:38:18.392000, 2023-04-24 09:28:47.392000,1682321327392, Fighting is ongoing in Sudan's capital Khartoum as the US and other countries evacuate their citizens.\n\nHeavy fighting broke out in the city on 15 April.\n\nAt the heart of it is a power struggle..., 9 minutes 31 seconds,571000,BBC-News
Chris Christie responds to Trump's insult,809855,86869000,1686344283724, 2023-06-09 22:58:03.724000, 2023-06-08 22:50:14.724000,1686257414724, CNN’s Jake Tapper speaks one-on-one with GOP presidential candidate Chris Christie discussing former President Donald Trump the conflict between Ukraine and Russia and more.  #CNN #News, 7 minutes 49 seconds,469000,CNN-News
Chinese German FMs Co-Chair Strategic Dialogue on Diplomacy Security,3243,172871000,1681737782246, 2023-04-17 15:23:02.246000, 2023-04-15 15:21:51.246000,1681564911246, Chinese State Councilor and Foreign Minister Qin Gang and visiting German Foreign Minister Annalena Baerbock co-chaired the sixth round of China-Germany strategic dialogue on diplomacy and..., 1 minute 11 seconds,71000,CCTV-Video-News-Agency
Kat Timpf: This is getting messy,91785,86769000,1686593682432, 2023-06-12 20:14:42.432000, 2023-06-11 20:08:33.432000,1686506913432, Fox News analyst Kat Timpf previews the 2024 presidential race as Republican primary candidates take jabs at one another on 'Fox News Saturday Night.'\n#foxnews #foxnewssaturdaynight\n\nSubscribe..., 6 minutes 9 seconds,369000,Fox-News
Rwanda struggles to relocate thousands from landslide-prone areas,1731,68546000,1685533033323, 2023-05-31 13:37:13.323000, 2023-05-30 18:34:47.323000,1685464487323, Rwandan authorities are working out where to resettle thousands of people affected by torrential rains and landslides.\nMore than 100 people died in early May and many more remain displaced..., 2 minutes 26 seconds,146000,Al-Jazeera-English
How Chiang Mai became the world’s most polluted city,195,1056000,1682154239192, 2023-04-22 11:03:59.192000, 2023-04-22 10:46:23.192000,1682153183192, More than two million people in Thailand have reported respiratory illnesses linked to pollution since the beginning of the year.\nAir quality in the north of the country has been classified..., 2 minutes 36 seconds,156000,Al-Jazeera-English
See Apple's new $3499 mixed reality headset,27754,86622000,1686167534485, 2023-06-07 21:52:14.485000, 2023-06-06 21:48:32.485000,1686080912485, Apple has unveiled a mixed reality headset that offers both virtual and augmented reality experiences marking its first major hardware launch since the Apple Watch in 2015. CNN's Jon Sarlin..., 3 minutes 42 seconds,222000,CNN-News
China Urges U.S. to Stop Slandering Suppression Against Chinese Companies: Spokeswoman,508,172863000,1680246167134, 2023-03-31 09:02:47.134000, 2023-03-29 09:01:44.134000,1680073304134," China on Tuesday urged the United States to respect the principle of fair competition and stop \""unwarranted slandering and unreasonable suppression\"" against Chinese companies.\nhttps://www.cctvplus....", 1 minute 3 seconds,63000,CCTV-Video-News-Agency
Ingraham: San Fran is ground zero for drugs,73770,86809000,1683212322740, 2023-05-04 16:58:42.740000, 2023-05-03 16:51:53.740000,1683125513740, Fox News host Laura Ingraham takes to the streets of San Francisco to see the city's drug crisis up close on 'The Ingraham Angle.' #foxnews #fox #ingrahamangle \n\nSubscribe to Fox News! https://bit...., 6 minutes 49 seconds,409000,Fox-News
Israeli forces storm Al-Aqsa Mosque during Ramadan | Al Jazeera Newsfeed,59650,86489000,1679975526286, 2023-03-28 05:52:06.286000, 2023-03-27 05:50:37.286000,1679889037286, Videos show Israeli forces entering Al-Aqsa Mosque on the third day of Ramadan and expelling worshippers. Some accused of 'barricading' themselves inside were reportedly arrested.  \r\n\r\nSubscribe..., 1 minute 29 seconds,89000,Al-Jazeera-English
Turkey presidential candidates face possible run-off,25426,83352000,1684258823832, 2023-05-16 19:40:23.832000, 2023-05-15 20:31:11.832000,1684175471832, Turkey's tightly contested presidential election will go to a runoff later this month.\n\nThe incumbent President Recep Tayyip Erdogan has a five point lead over his main opposition challenger..., 9 minutes 12 seconds,552000,Al-Jazeera-English
Fears for China's economic growth after exports plunge in May | DW Business,131275,173218000,1686404122360, 2023-06-10 15:35:22.360000, 2023-06-08 15:28:24.360000,1686230904360, China's exports plunged 7.5% in May according to the country's Customs Bureau. That's the biggest fall since January. The figure is just the latest sign that the world's second-largest economy..., 6 minutes 58 seconds,418000,DW-News
'NIGHTMARE': Liberal mayor slammed for defense of teen rioters,267805,86794000,1682204147184, 2023-04-23 00:55:47.184000, 2023-04-22 00:49:13.184000,1682117353184, Fox News political analyst Gianno Caldwell discusses liberal policies exacerbating Chicago crime and the decision to host the 2024 Democratic National Convention in the city. #foxnews \n\nSubscribe..., 6 minutes 34 seconds,394000,Fox-News
Fake AI-generated image of Pentagon explosion goes viral | Al Jazeera Newsfeed,69710,86510000,1684933865318, 2023-05-24 15:11:05.318000, 2023-05-23 15:09:15.318000,1684847355318, A fake AI-generated image that appeared to show an explosion near the Pentagon in the US fooled a number of people including verified Twitter accounts and an Indian news programme when it..., 1 minute 50 seconds,110000,Al-Jazeera-English
How China is driving Indian and US engagement in the Pacific Islands | DW News,66789,259913000,1685037111170, 2023-05-25 19:51:51.170000, 2023-05-22 19:39:58.170000,1684777198170, Indian Prime Minister Narendra Modi has promised support in a meeting with leaders of 14 Pacific island states in Papua New Guinea. \nThe Indian leader arrived earlier to a special welcome from..., 11 minutes 53 seconds,713000,DW-News
China Speeds up Digital Upgrading to Ensure Stable Oil-Gas Production,892,172898000,1681308856956, 2023-04-12 16:14:16.956000, 2023-04-10 16:12:38.956000,1681135958956, China is speeding up the digital upgrading and transformation in the oil and gas industry to facilitate stable production and sufficient supply of oil and gas resources.\nhttps://www.cctvplus.com/ne..., 1 minute 38 seconds,98000,CCTV-Video-News-Agency
Turkish presidential run-off leaves Syrians with uncertain future,6009,86535000,1685364635688, 2023-05-29 14:50:35.688000, 2023-05-28 14:48:20.688000,1685278100688, Millions of displaced Syrians are closely watching Turkey’s presidential run-off.\nThe policies of the candidate who wins will affect both Turkey and Syria.\n \nAl Jazeera’s Nour Qormosh reports..., 2 minutes 15 seconds,135000,Al-Jazeera-English
Brazil’s top court delays key Indigenous land rights trial,864,86545000,1686308979823, 2023-06-09 13:09:39.823000, 2023-06-08 13:07:14.823000,1686222434823, Indigenous activists in Brazil say they are dismayed by a Supreme Court decision to postpone a critical ruling over their ancestral lands.\nThousands set up camp in the capital this week hoping..., 2 minutes 25 seconds,145000,Al-Jazeera-English
KJP dodges questions on bombshell Durham report,297216,87086000,1684427368470, 2023-05-18 18:29:28.470000, 2023-05-17 18:18:02.470000,1684340282470, Correspondent Lucas Tomlinson reports the latest on the fallout from the report. #FoxNews \n\nSubscribe to Fox News! https://bit.ly/2vBUvAS\nWatch more Fox News Video: http://video.foxnews.com..., 11 minutes 26 seconds,686000,Fox-News
Democrat-run cities are now ‘winning stupid prizes’: Rep. Kat Cammack,65257,86727000,1684358563155, 2023-05-17 23:22:43.155000, 2023-05-16 23:17:16.155000,1684271836155, Rep. Kat Cammack R-Fla. responds to the fallout from the border crisis after reports say migrants are being housed in school gymnasiums. #foxnews \n\nSubscribe to Fox News! https://bit.ly/2vBUvAS..., 5 minutes 27 seconds,327000,Fox-News
Hannity: These police officers are heroes,160276,86669000,1680147407676, 2023-03-30 05:36:47.676000, 2023-03-29 05:32:18.676000,1680060738676, WARNING: Graphic footage—Fox News host Sean Hannity reacts to the dramatic body cam footage showing moment Nashville police enter school to neutralize shooter in Tuesday's opening monologue...., 4 minutes 29 seconds,269000,Fox-News
Gutfeld: You better buy this book or we're not friends anymore,44766,86706000,1681987170919, 2023-04-20 12:39:30.919000, 2023-04-19 12:34:24.919000,1681900464919, 'The Five' co-hosts and Kat Timpf discuss her new book 'You Can't Joke About That' and how comedy has helped her through some of her toughest times. #foxnews #fox #thefive \n\nSubscribe to Fox..., 5 minutes 6 seconds,306000,Fox-News
Senior Chinese Diplomat Meets with Hungarian FM,2462,86458000,1684338635007, 2023-05-17 17:50:35.007000, 2023-05-16 17:49:37.007000,1684252177007, Wang Yi director of the Office of the Foreign Affairs Commission of the Communist Party of China (CPC) Central Committee met with Hungarian Minister of Foreign Affairs and Trade Peter Szijjarto..., 58 seconds,58000,CCTV-Video-News-Agency
Two Palestinians killed in Israeli air attack on Gaza car: Medics,33938,87099000,1683748930160, 2023-05-10 22:02:10.160000, 2023-05-09 21:50:31.160000,1683661831160, Two Palestinians have been killed in an Israeli air attack on a car in the southern Gaza Strip according to Palestinian ambulance paramedics.\r\nThe strike on Tuesday took place only hours after..., 11 minutes 39 seconds,699000,Al-Jazeera-English
Ukraine’s troops are trying to break through Russian lines,500918,173350000,1686494847592, 2023-06-11 16:47:27.592000, 2023-06-09 16:38:17.592000,1686321497592, Russia says Ukrainian troops are trying to push through Russian lines in Zaporizhzhia and Ukraine is reporting advances around Bakhmut amid signs Ukraine's much-anticipated counteroffensive..., 9 minutes 10 seconds,550000,CNN-News
Italian peacekeepers guard municipal buildings,72,350000,1685989778559, 2023-06-05 20:29:38.559000, 2023-06-05 20:23:48.559000,1685989428559, Italian peacekeepers are guarding the city of Leposavic in northern Kosovo.\nBarbed wire was raised around the Municipal buildings -- where ethnic Albanian mayors are supposed to take office...., 4 minutes 50 seconds,290000,Al-Jazeera-English
U.S. Should Take Concrete Actions to Meet China Halfway: Defense Minister,1919,172851000,1686131253124, 2023-06-07 11:47:33.124000, 2023-06-05 11:46:42.124000,1685958402124, The United States should take concrete actions to meet China halfway to push forward the stabilization of bilateral relations between the two countries and militaries said Chinese State Councilor..., 51 seconds,51000,CCTV-Video-News-Agency
Early results show Erdogan leading in Turkey’s elections,109727,87840000,1684213441584, 2023-05-16 07:04:01.584000, 2023-05-15 06:40:01.584000,1684125601584, Early results are in after polls closed in Turkey’s elections.\r\nPresident Erdogan is shown in the lead after more than 50 percent of the votes counted according to state-run Anadolu Agency...., 24 minutes 57 seconds,1497000,Al-Jazeera-English
Egyptians lie in front of excavators to try to save homes | Al Jazeera Newsfeed,1264,82866000,1686214654183, 2023-06-08 10:57:34.183000, 2023-06-07 11:56:28.183000,1686131788183, “We have deprived ourselves of food and clothing to build a roof over our heads.”  \r\n\r\nPeople in Egypt’s Sinai lay in front of excavation vehicles to try to stop the demolition of their..., 1 minute 6 seconds,66000,Al-Jazeera-English
Headlines - Sudan fighting | Ukraine war | Colombia rescue | Tunisia migration | Montenegro election,8317,86527000,1686656150712, 2023-06-13 13:35:50.712000, 2023-06-12 13:33:43.712000,1686569623712, Stay informed with Al Jazeera's latest news.\nIn this video we'll share the latest news headlines from Al Jazeera. From international news to local stories.\n\n0:00 - Sudan fighting\n1:01 - Ukraine..., 2 minutes 7 seconds,127000,Al-Jazeera-English
All of America should see this document: Rep. Marjorie Taylor Greene,409009,86747000,1686513897903, 2023-06-11 22:04:57.903000, 2023-06-10 21:59:10.903000,1686427150903, Rep. Marjorie Taylor Greene R-Ga. discusses the FBI document alleging that Biden received $5 million for a bribe as VP on ‘The Ingraham Angle.’\n\nSubscribe to Fox News! https://bit.ly/2vBUvAS..., 5 minutes 47 seconds,347000,Fox-News
Biden's handlers don't let him speak 'off-the-cuff': Marco Rubio,89771,86745000,1681750490385, 2023-04-17 18:54:50.385000, 2023-04-16 18:49:05.385000,1681663745385, Sen. Marco Rubio R-Fla. joins 'One Nation with Brian Kilmeade' to discuss the biggest takeaways from the Pentagon leak.\n\nSubscribe to Fox News! https://bit.ly/2vaBUvAS\nWatch more Fox News..., 5 minutes 45 seconds,345000,Fox-News
